站号,站名,省名,纬度,经度,海拔高度,日照时数,日期
54245,法库,辽宁,42.50,123.40,97.80,2.90,2017/1/29 0:00:00
54248,新城子,辽宁,42.0333,123.5333,61.60,0,2017/1/29 0:00:00
54249,铁岭,辽宁,42.30,123.8667,85.40,3,2017/1/29 0:00:00
54252,西丰,辽宁,42.7333,124.75,196.10,0,2017/1/29 0:00:00
54254,开原,辽宁,42.5333,124.05,98.20,1.50,2017/1/29 0:00:00
54259,清原,辽宁,42.10,124.9167,237.20,0,2017/1/29 0:00:00
54260,辽源,吉林,42.9167,125.0833,252.90,0,2017/1/29 0:00:00
54261,东丰,吉林,42.6667,125.4667,345.30,0,2017/1/29 0:00:00
54263,磐石,吉林,42.9667,126.05,336.70,0,2017/1/29 0:00:00
54266,梅河口,吉林,42.5333,125.6333,340.50,0,2017/1/29 0:00:00
54267,柳河,吉林,42.25,125.7333,362.30,0,2017/1/29 0:00:00
54273,桦甸,吉林,42.9833,126.75,263.30,0,2017/1/29 0:00:00
54274,辉南,吉林,42.6833,125.9833,306.70,0,2017/1/29 0:00:00
54276,靖宇,吉林,42.40,126.80,570,0,2017/1/29 0:00:00
54279,江源,吉林,42.05,126.5833,544.40,0,2017/1/29 0:00:00
54284,东岗,吉林,42.15,127.50,774.20,1,2017/1/29 0:00:00
54285,二道,吉林,42.4167,128.1167,721.40,0,2017/1/29 0:00:00
54286,和龙,吉林,42.5333,129,475.60,2.20,2017/1/29 0:00:00
54290,龙井,吉林,42.7667,129.40,241.10,0,2017/1/29 0:00:00
54291,珲春,吉林,42.90,130.2833,36.50,0,2017/1/29 0:00:00
54292,延吉,吉林,42.8667,129.50,257.30,0.40,2017/1/29 0:00:00
54293,图们,吉林,42.95,129.8333,142.80,0,2017/1/29 0:00:00
54301,沽源,河北,41.6667,115.6667,1412,7.80,2017/1/29 0:00:00
54304,崇礼,河北,40.95,115.2667,1239.80,5.40,2017/1/29 0:00:00
54305,太仆寺旗,内蒙古,41.8833,115.2667,1468.90,6.10,2017/1/29 0:00:00
54308,丰宁,河北,41.20,116.6333,735.10,4.80,2017/1/29 0:00:00
54311,围场,河北,41.9667,117.7667,892.70,5.50,2017/1/29 0:00:00
54313,喀喇沁旗,内蒙古,41.9333,118.70,733.70,0,2017/1/29 0:00:00
54316,八里罕,内蒙古,41.5167,118.75,679.30,8.30,2017/1/29 0:00:00
54318,隆化,河北,41.3167,117.7333,561.60,4.20,2017/1/29 0:00:00
54319,平泉,河北,41,118.6667,502.30,7.60,2017/1/29 0:00:00
54320,宁城县,内蒙古,41.60,119.30,544.20,8,2017/1/29 0:00:00
54321,建平镇,辽宁,41.8667,119.6333,661.80,6,2017/1/29 0:00:00
54323,北票,辽宁,41.8167,120.7833,253.80,8.30,2017/1/29 0:00:00
54324,朝阳,辽宁,41.55,120.4333,174.30,7.60,2017/1/29 0:00:00
54325,羊山,辽宁,41.1833,120.35,183.80,5.10,2017/1/29 0:00:00
54326,建平县,辽宁,41.3833,119.70,422,6.70,2017/1/29 0:00:00
54327,凌源,辽宁,41.2333,119.35,417.10,7.70,2017/1/29 0:00:00
54328,喀左,辽宁,41.0833,119.7167,296.80,7,2017/1/29 0:00:00
54330,凌海,辽宁,41.1333,121.3333,45.20,6.80,2017/1/29 0:00:00
54331,北镇,辽宁,41.5833,121.7667,77.10,7.20,2017/1/29 0:00:00
54332,辽中,辽宁,41.5167,122.7167,12.20,1.80,2017/1/29 0:00:00
54333,新民,辽宁,41.9667,122.85,30.90,2.70,2017/1/29 0:00:00
54334,义县,辽宁,41.5167,121.25,74.20,8.40,2017/1/29 0:00:00
54335,黑山,辽宁,41.6833,122.0833,37.50,7.80,2017/1/29 0:00:00
54336,台安,辽宁,41.4167,122.4167,8.30,1.50,2017/1/29 0:00:00
54337,锦州,辽宁,41.1333,121.1167,65.90,6.30,2017/1/29 0:00:00
54338,盘山,辽宁,41.2833,121.95,3.20,5.40,2017/1/29 0:00:00
54339,鞍山,辽宁,41.0833,123,77.30,0,2017/1/29 0:00:00
54340,苏家屯,辽宁,41.6667,123.3167,35.80,0,2017/1/29 0:00:00
54342,沈阳,辽宁,41.7333,123.5167,49,0,2017/1/29 0:00:00
54345,辽阳县,辽宁,41.20,123.0667,30.70,0,2017/1/29 0:00:00
54346,本溪,辽宁,41.3167,123.7833,185.40,0,2017/1/29 0:00:00
54347,辽阳,辽宁,41.2333,123.1667,24.80,0,2017/1/29 0:00:00
54348,灯塔,辽宁,41.4167,123.3333,36.80,0,2017/1/29 0:00:00
54349,本溪县,辽宁,41.30,124.1333,258.90,0,2017/1/29 0:00:00
54351,抚顺,辽宁,41.9167,124.0833,118.50,0.50,2017/1/29 0:00:00
54353,新宾,辽宁,41.7333,125.05,328.40,0,2017/1/29 0:00:00
54362,通化县,吉林,41.6667,125.7333,380.10,0,2017/1/29 0:00:00
54363,通化,吉林,41.6833,125.90,402.90,0,2017/1/29 0:00:00
54365,桓仁,辽宁,41.2833,125.35,245.50,0,2017/1/29 0:00:00
54371,白山,吉林,41.9333,126.4333,520.60,0,2017/1/29 0:00:00
54374,临江,吉林,41.80,126.8833,379.70,0,2017/1/29 0:00:00
54377,集安,吉林,41.15,126.2167,225.10,0,2017/1/29 0:00:00
54386,长白,吉林,41.4167,128.1833,775,3.10,2017/1/29 0:00:00
54398,顺义,北京,40.1333,116.6167,28.60,4.20,2017/1/29 0:00:00
54399,海淀,北京,39.9833,116.2833,45.80,6.10,2017/1/29 0:00:00
54401,张家口,河北,40.7667,114.9167,772.80,7.10,2017/1/29 0:00:00
54404,赤城,河北,40.8833,115.8333,867.60,4.90,2017/1/29 0:00:00
54405,怀来,河北,40.4167,115.50,570.90,4.70,2017/1/29 0:00:00
54406,延庆,北京,40.45,115.9667,487.90,4.20,2017/1/29 0:00:00
54408,涿鹿,河北,40.3833,115.2167,529.60,7.70,2017/1/29 0:00:00
54410,佛爷顶,北京,40.60,116.1333,1224.70,4.50,2017/1/29 0:00:00
54412,汤河口,北京,40.7333,116.6333,331.60,3,2017/1/29 0:00:00
54416,密云,北京,40.3833,116.8667,71.80,4.20,2017/1/29 0:00:00
54419,怀柔,北京,40.3667,116.6333,75.70,5.80,2017/1/29 0:00:00
54420,滦平,河北,40.9333,117.3333,529,7.20,2017/1/29 0:00:00
54421,密云上甸子,北京,40.65,117.1167,293.30,5.60,2017/1/29 0:00:00
54423,承德,河北,40.9667,117.9167,422.30,3.70,2017/1/29 0:00:00
54424,平谷,北京,40.1667,117.1167,32.10,5.20,2017/1/29 0:00:00
54425,兴隆,河北,40.40,117.4667,633.20,4.10,2017/1/29 0:00:00
54428,蓟县,天津,40.0333,117.40,15.70,6.10,2017/1/29 0:00:00
54429,遵化,河北,40.20,117.95,54.90,6.20,2017/1/29 0:00:00
54430,承德县,河北,40.7667,118.15,269.20,5.60,2017/1/29 0:00:00
54431,通州,北京,39.9167,116.6333,43.30,4.70,2017/1/29 0:00:00
54432,宽城,河北,40.60,118.4833,304.70,5.80,2017/1/29 0:00:00
54433,朝阳,北京,39.95,116.50,35.30,6.70,2017/1/29 0:00:00
54434,迁西,河北,40.1667,118.3333,131.60,6.60,2017/1/29 0:00:00
54436,青龙,河北,40.4167,118.95,254.30,7.70,2017/1/29 0:00:00
54437,滦南,河北,39.50,118.65,17.90,7.40,2017/1/29 0:00:00
54438,卢龙,河北,39.8833,118.8833,65,7.80,2017/1/29 0:00:00
54439,迁安,河北,40.0167,118.7167,50.90,7.70,2017/1/29 0:00:00
54449,秦皇岛,河北,39.85,119.5167,2.40,7.40,2017/1/29 0:00:00
54452,建昌,辽宁,40.80,119.8167,365.50,7.50,2017/1/29 0:00:00
54454,绥中,辽宁,40.3333,120.30,29,6.20,2017/1/29 0:00:00
54455,兴城,辽宁,40.6167,120.65,20.50,6.40,2017/1/29 0:00:00
54470,大洼,辽宁,41.0167,122.0667,5.50,3.10,2017/1/29 0:00:00
54471,营口,辽宁,40.65,122.1667,3.80,2,2017/1/29 0:00:00
54472,海城,辽宁,40.8833,122.7167,25.30,0,2017/1/29 0:00:00
54474,盖州,辽宁,40.4167,122.35,24.80,0,2017/1/29 0:00:00
54475,大石桥,辽宁,40.6167,122.4833,11.50,0,2017/1/29 0:00:00
54476,熊岳,辽宁,40.1667,122.15,20.40,0,2017/1/29 0:00:00
54483,草河口,辽宁,40.8833,123.90,233.60,0,2017/1/29 0:00:00
54486,岫岩,辽宁,40.2833,123.2833,79.80,0,2017/1/29 0:00:00
54493,宽甸,辽宁,40.7167,124.7833,260.10,0,2017/1/29 0:00:00
54494,凤城,辽宁,40.4667,124.0667,72.60,0,2017/1/29 0:00:00
54497,丹东,辽宁,40.05,124.3333,13.80,0.90,2017/1/29 0:00:00
54499,昌平,北京,40.2167,116.2167,76.20,6.20,2017/1/29 0:00:00
54501,斋堂,北京,39.9667,115.6833,440.30,7.50,2017/1/29 0:00:00
54502,涿州,河北,39.4833,116.0333,29.30,6.90,2017/1/29 0:00:00
54503,容城,河北,39.0667,115.8167,12.80,5.30,2017/1/29 0:00:00
54505,门头沟,北京,39.9167,116.1167,92.70,5.80,2017/1/29 0:00:00
54506,高碑店,河北,39.3167,115.95,24.60,6.80,2017/1/29 0:00:00
54507,易县,河北,39.3333,115.5167,49.30,7.40,2017/1/29 0:00:00
54510,大厂,河北,39.90,116.9833,16.90,7.10,2017/1/29 0:00:00
54511,北京,北京,39.80,116.4667,31.30,4.80,2017/1/29 0:00:00
54512,固安,河北,39.4167,116.2833,21.40,8.20,2017/1/29 0:00:00
54513,石景山,北京,39.95,116.20,65.60,6.30,2017/1/29 0:00:00
54514,丰台,北京,39.8667,116.25,55.20,3,2017/1/29 0:00:00
54515,廊坊,河北,39.50,116.70,13.70,4.40,2017/1/29 0:00:00
54518,霸州,河北,39.1667,116.40,8.90,7.60,2017/1/29 0:00:00
54519,永清,河北,39.30,116.4833,12.20,8.10,2017/1/29 0:00:00
54520,三河,河北,39.9667,117.0833,18.10,5.70,2017/1/29 0:00:00
54521,香河,河北,39.7667,116.9833,13,7.50,2017/1/29 0:00:00
54522,玉田,河北,39.8833,117.7333,14.40,6,2017/1/29 0:00:00
54523,武清,天津,39.3833,117.0167,4.50,5.60,2017/1/29 0:00:00
54525,宝坻,天津,39.7333,117.2833,5.10,6,2017/1/29 0:00:00
54526,东丽区,天津,39.0833,117.3333,1.90,7.40,2017/1/29 0:00:00
54527,天津,天津,39.0833,117.05,3.50,6.60,2017/1/29 0:00:00
54528,北辰区,天津,39.2333,117.1333,3.40,7,2017/1/29 0:00:00
54529,宁河,天津,39.35,117.8167,3.90,6.80,2017/1/29 0:00:00
54530,汉沽区,天津,39.2333,117.7667,1.30,7.40,2017/1/29 0:00:00
54531,滦县,河北,39.7333,118.7167,43,7.70,2017/1/29 0:00:00
54532,丰润,河北,39.80,118.10,33.30,6.60,2017/1/29 0:00:00
54533,丰南,河北,39.5833,118.10,8.90,7.30,2017/1/29 0:00:00
54534,唐山,河北,39.65,118.10,23.20,6.90,2017/1/29 0:00:00
54535,曹妃甸,河北,39.2833,118.4667,3.20,7,2017/1/29 0:00:00
54539,乐亭,河北,39.4333,118.8833,10.50,6.50,2017/1/29 0:00:00
54540,昌黎,河北,39.7333,119.20,17.60,6.90,2017/1/29 0:00:00
54541,抚宁,河北,39.90,119.2333,24.30,7.80,2017/1/29 0:00:00
54563,瓦房店,辽宁,39.6333,122.0167,118.70,0,2017/1/29 0:00:00
54568,金州,辽宁,39.0833,121.70,42.70,0,2017/1/29 0:00:00
54569,普兰店,辽宁,39.4167,121.95,11.70,0.70,2017/1/29 0:00:00
54575,皮口,辽宁,39.4167,122.3667,43.20,0,2017/1/29 0:00:00
54579,长海,辽宁,39.2667,122.5833,35.50,0,2017/1/29 0:00:00
54584,庄河,辽宁,39.7167,122.95,34.80,2.40,2017/1/29 0:00:00
54590,东港,辽宁,39.8833,124.1667,4.20,0,2017/1/29 0:00:00
54594,大兴,北京,39.7167,116.35,37.60,6.10,2017/1/29 0:00:00
54596,房山,北京,39.6833,116.1333,39.20,3.80,2017/1/29 0:00:00
54597,霞云岭,北京,39.7333,115.7333,407.70,4.10,2017/1/29 0:00:00
54601,徐水,河北,38.9833,115.65,13.10,4.80,2017/1/29 0:00:00
54602,保定,河北,38.7333,115.4833,16.80,1.80,2017/1/29 0:00:00
54603,高阳,河北,38.7167,115.7667,10,7.90,2017/1/29 0:00:00
54604,安国,河北,38.4167,115.3333,29.60,2.60,2017/1/29 0:00:00
54605,安新,河北,38.9333,115.9333,4.40,2.20,2017/1/29 0:00:00
54606,饶阳,河北,38.2333,115.7333,19,3.80,2017/1/29 0:00:00
54607,望都,河北,38.7167,115.1167,45,3.60,2017/1/29 0:00:00
54608,深州,河北,38,115.55,26.10,7.70,2017/1/29 0:00:00
54609,安平,河北,38.25,115.50,25.50,2.90,2017/1/29 0:00:00
54610,任丘,河北,38.7333,116.10,8.10,6.80,2017/1/29 0:00:00
54611,满城,河北,38.9333,115.3167,44.80,3.20,2017/1/29 0:00:00
54612,文安,河北,38.8667,116.45,6.40,6.10,2017/1/29 0:00:00
54613,大城,河北,38.70,116.6167,6.90,5.60,2017/1/29 0:00:00
54614,河间,河北,38.4167,116.05,10.90,3.20,2017/1/29 0:00:00
54615,青县,河北,38.5833,116.85,8,6.60,2017/1/29 0:00:00
54616,沧州,河北,38.35,116.85,8,8.10,2017/1/29 0:00:00
54617,献县,河北,38.1833,116.1167,13.20,6.20,2017/1/29 0:00:00
54618,泊头,河北,38.0833,116.55,13.20,3.20,2017/1/29 0:00:00
54619,静海,天津,38.9167,116.9167,5.50,5.70,2017/1/29 0:00:00
54620,蠡县,河北,38.4833,115.5667,18.50,7.60,2017/1/29 0:00:00
54621,深泽,河北,38.1833,115.1833,38.10,0,2017/1/29 0:00:00
54622,津南区,天津,38.9833,117.3667,3.70,6.70,2017/1/29 0:00:00
54623,塘沽,天津,39.05,117.7167,4.80,7.30,2017/1/29 0:00:00
54624,黄骅,河北,38.40,117.3167,4.50,8.70,2017/1/29 0:00:00
54626,肃宁,河北,38.4167,115.8167,13.90,8,2017/1/29 0:00:00
54627,盐山,河北,38.0333,117.2333,8.20,7,2017/1/29 0:00:00
54628,海兴,河北,38.15,117.4833,6.40,2.80,2017/1/29 0:00:00
54631,广宗,河北,37.0667,115.15,32.40,4,2017/1/29 0:00:00
54632,平乡,河北,37.0667,115.0333,34,5.70,2017/1/29 0:00:00
54633,新河,河北,37.5167,115.2333,26.30,2.50,2017/1/29 0:00:00
54636,雄县,河北,39.0167,116.10,11.10,3.70,2017/1/29 0:00:00
54640,鸡泽,河北,36.9167,114.8667,36,4.50,2017/1/29 0:00:00
54644,孟村,河北,38.05,117.1167,10.50,5.10,2017/1/29 0:00:00
54645,大港,天津,38.85,117.4667,2.20,6.10,2017/1/29 0:00:00
54660,旅顺,辽宁,38.8167,121.2333,66.70,0,2017/1/29 0:00:00
54662,大连,辽宁,38.90,121.6333,91.50,0,2017/1/29 0:00:00
54700,武强,河北,38.0333,115.9333,16.20,3.30,2017/1/29 0:00:00
54701,辛集,河北,37.9333,115.20,35.90,4.70,2017/1/29 0:00:00
54702,衡水,河北,37.7333,115.70,20.70,2.20,2017/1/29 0:00:00
54703,武邑,河北,37.80,115.8833,21.30,6.40,2017/1/29 0:00:00
54704,冀州,河北,37.5167,115.5667,24.80,2.60,2017/1/29 0:00:00
54705,南宫,河北,37.3667,115.3833,27.40,5,2017/1/29 0:00:00
54706,清河,河北,37.0833,115.6667,31.50,4.20,2017/1/29 0:00:00
54707,故城,河北,37.35,115.9833,27.40,3.70,2017/1/29 0:00:00
54708,枣强,河北,37.50,115.7333,23.60,3.40,2017/1/29 0:00:00
54709,武城,山东,37.2167,116.0667,25.70,0,2017/1/29 0:00:00
54710,阜城,河北,37.8667,116.1667,18.60,6.70,2017/1/29 0:00:00
54711,景县,河北,37.70,116.2833,18.30,3.60,2017/1/29 0:00:00
54712,临邑,山东,37.20,116.8167,18.50,0,2017/1/29 0:00:00
54713,东光,河北,37.8833,116.5333,14.40,5.50,2017/1/29 0:00:00
54714,德州,山东,37.45,116.3333,23.60,2.70,2017/1/29 0:00:00
54715,陵县,山东,37.3167,116.5667,18.60,0.80,2017/1/29 0:00:00
54716,宁津,山东,37.6667,116.80,16.30,2.10,2017/1/29 0:00:00
54717,吴桥,河北,37.6333,116.40,17.10,5.80,2017/1/29 0:00:00
54718,平原,山东,37.15,116.4333,21.80,0,2017/1/29 0:00:00
54719,南皮,河北,38.0333,116.6833,11.10,6.60,2017/1/29 0:00:00
54722,无棣,山东,37.75,117.6333,6.80,3.10,2017/1/29 0:00:00
54723,阳信,山东,37.65,117.5667,10.10,3.30,2017/1/29 0:00:00
54724,商河,山东,37.3167,117.1333,14.80,0,2017/1/29 0:00:00
54725,惠民,山东,37.50,117.5333,11.70,0,2017/1/29 0:00:00
54726,乐陵,山东,37.70,117.1833,11.50,2.70,2017/1/29 0:00:00
54727,章丘,山东,36.6833,117.55,121.80,0,2017/1/29 0:00:00
54728,庆云,山东,37.7667,117.3833,8.40,3.80,2017/1/29 0:00:00
54729,高青,山东,37.1667,117.8667,11.50,0,2017/1/29 0:00:00
54730,沾化,山东,37.70,118.1333,6.30,0,2017/1/29 0:00:00
54731,利津,山东,37.4833,118.2167,11.90,0,2017/1/29 0:00:00
54732,河口,山东,37.8667,118.5167,5.60,0,2017/1/29 0:00:00
54734,滨州,山东,37.35,118,12.20,0,2017/1/29 0:00:00
54736,东营,山东,37.4333,118.6667,6,0,2017/1/29 0:00:00
54737,博兴,山东,37.15,118.15,9.40,0,2017/1/29 0:00:00
54738,广饶,山东,37.05,118.40,15,0,2017/1/29 0:00:00
54744,垦利,山东,37.5833,118.55,8.50,0,2017/1/29 0:00:00
54749,莱州,山东,37.1833,119.95,48.40,0,2017/1/29 0:00:00
54751,长岛,山东,37.9333,120.7333,39.70,0,2017/1/29 0:00:00
54752,蓬莱,山东,37.80,120.7667,60.70,0,2017/1/29 0:00:00
54753,龙口,山东,37.6333,120.3333,4.80,0,2017/1/29 0:00:00
54755,招远,山东,37.3667,120.3833,112.30,0,2017/1/29 0:00:00
54759,栖霞,山东,37.3167,120.85,205.50,0,2017/1/29 0:00:00
54764,福山,山东,37.4833,121.2333,53.90,0,2017/1/29 0:00:00
54765,烟台,山东,37.4833,121.4333,82,0,2017/1/29 0:00:00
54766,牟平,山东,37.3833,121.6167,10.50,0,2017/1/29 0:00:00
54774,威海,山东,37.4667,122.1333,65.40,0,2017/1/29 0:00:00
54776,成山头,山东,37.40,122.70,47.70,0,2017/1/29 0:00:00
54777,文登,山东,37.20,122.0667,118,0,2017/1/29 0:00:00
54778,荣成,山东,37.1667,122.4833,61.70,0,2017/1/29 0:00:00
54800,威县,河北,37,115.25,33.30,5.30,2017/1/29 0:00:00
54801,临西,河北,36.85,115.4833,35.30,0,2017/1/29 0:00:00
54802,临清,山东,36.8167,115.7333,34,1.50,2017/1/29 0:00:00
54803,夏津,山东,36.9833,116.0167,27.90,0,2017/1/29 0:00:00
54804,大名,河北,36.30,115.1333,44.90,0,2017/1/29 0:00:00
54805,冠县,山东,36.45,115.4667,39.30,1.70,2017/1/29 0:00:00
54806,聊城,山东,36.4167,115.9667,33,0,2017/1/29 0:00:00
54807,阳谷,山东,36.1333,115.80,41.30,0,2017/1/29 0:00:00
54808,莘县,山东,36.2333,115.6333,37.80,0,2017/1/29 0:00:00
54809,馆陶,河北,36.55,115.2833,41.30,0,2017/1/29 0:00:00
54810,高唐,山东,36.8667,116.2667,27.10,0,2017/1/29 0:00:00
54811,禹城,山东,36.9333,116.6167,20.60,0,2017/1/29 0:00:00
54812,齐河,山东,36.7833,116.75,22.70,1.30,2017/1/29 0:00:00
54814,茌平,山东,36.5333,116.25,29.70,0,2017/1/29 0:00:00
54815,东阿,山东,36.3833,116.2667,31.40,0,2017/1/29 0:00:00
54816,长清,山东,36.5167,116.80,98.90,0,2017/1/29 0:00:00
54817,台前,河南,35.9833,115.8667,42.10,1.60,2017/1/29 0:00:00
54818,平阴,山东,36.25,116.4167,79.90,0,2017/1/29 0:00:00
54819,肥城,山东,36.1833,116.80,113.60,0,2017/1/29 0:00:00
54820,邱县,河北,36.8167,115.1667,36.70,3.30,2017/1/29 0:00:00
54821,济阳,山东,37,117.20,20.40,0,2017/1/29 0:00:00
54822,邹平,山东,36.8667,117.7333,47.40,0,2017/1/29 0:00:00
54823,济南,山东,36.60,117,170.30,0,2017/1/29 0:00:00
54824,淄川,山东,36.6333,117.95,95,0,2017/1/29 0:00:00
54825,博山,山东,36.5167,117.85,189.70,0,2017/1/29 0:00:00
54826,泰山,山东,36.25,117.10,1533.70,0.90,2017/1/29 0:00:00
54827,泰安,山东,36.1667,117.15,128.60,0,2017/1/29 0:00:00
54828,莱芜,山东,36.2333,117.6833,229.30,0,2017/1/29 0:00:00
54829,周村,山东,36.7667,117.8667,85.70,0,2017/1/29 0:00:00
54830,淄博,山东,36.8167,117.9333,34.40,0,2017/1/29 0:00:00
54831,青州,山东,36.65,118.50,102.50,0,2017/1/29 0:00:00
54832,寿光,山东,36.8833,118.7333,25.80,0,2017/1/29 0:00:00
54833,桓台,山东,36.9667,118.0833,15.10,0,2017/1/29 0:00:00
54834,临淄,山东,36.8667,118.2833,46.30,0,2017/1/29 0:00:00
54835,临朐,山东,36.50,118.55,106.50,0,2017/1/29 0:00:00
54836,沂源,山东,36.1833,118.1667,305.10,0,2017/1/29 0:00:00
54837,昌乐,山东,36.6833,118.8333,78.80,0,2017/1/29 0:00:00
54841,昌邑,山东,36.8667,119.4167,23.50,0,2017/1/29 0:00:00
54842,平度,山东,36.7833,120,62.20,0,2017/1/29 0:00:00
54843,潍坊,山东,36.75,119.20,22.20,0,2017/1/29 0:00:00
54844,安丘,山东,36.4167,119.1833,62.70,0,2017/1/29 0:00:00
54846,高密,山东,36.3833,119.7333,51.50,0,2017/1/29 0:00:00
54848,诸城,山东,35.9833,119.4167,82.60,0,2017/1/29 0:00:00
54849,胶州,山东,36.2167,120.0333,84.40,0,2017/1/29 0:00:00
54851,莱西,山东,36.90,120.5667,76.90,0,2017/1/29 0:00:00
54852,莱阳,山东,36.9667,120.7333,54.40,0,2017/1/29 0:00:00
54853,崂山,山东,36.1667,120.4167,42.60,0,2017/1/29 0:00:00
54855,即墨,山东,36.3833,120.4667,26.20,0,2017/1/29 0:00:00
54857,青岛,山东,36.0667,120.3333,76,0,2017/1/29 0:00:00
54861,乳山,山东,36.9333,121.5333,45.40,0,2017/1/29 0:00:00
54863,海阳,山东,36.7833,121.1833,40.90,0,2017/1/29 0:00:00
54871,石岛,山东,36.9333,122.4833,9.80,0,2017/1/29 0:00:00
54900,濮阳,河南,35.70,115.0167,53.70,0,2017/1/29 0:00:00
54901,南乐,河南,36.0833,115.1667,47.50,0.80,2017/1/29 0:00:00
54902,清丰,河南,35.90,115.1167,49.50,0,2017/1/29 0:00:00
54903,范县,河南,35.85,115.4833,45.70,0,2017/1/29 0:00:00
54904,鄄城,山东,35.5833,115.5167,50.10,0,2017/1/29 0:00:00
54905,郓城,山东,35.5833,115.9333,46.20,1.10,2017/1/29 0:00:00
54906,菏泽,山东,35.25,115.4167,49.90,0,2017/1/29 0:00:00
54907,鱼台,山东,34.9833,116.65,34.30,0,2017/1/29 0:00:00
54908,东明,山东,35.2667,115.10,57.30,0,2017/1/29 0:00:00
54909,定陶,山东,35.0833,115.5167,51.50,0,2017/1/29 0:00:00
54910,梁山,山东,35.8167,116.05,40.90,2.90,2017/1/29 0:00:00
54911,东平,山东,35.9333,116.40,44,0,2017/1/29 0:00:00
54912,汶上,山东,35.7667,116.50,41.80,0,2017/1/29 0:00:00
54913,宁阳,山东,35.75,116.8167,62.20,0,2017/1/29 0:00:00
54914,巨野,山东,35.4167,116.0833,40.60,0,2017/1/29 0:00:00
54915,济宁,山东,35.4333,116.60,33.30,0,2017/1/29 0:00:00
54916,兖州,山东,35.5667,116.85,51.70,0,2017/1/29 0:00:00
54917,金乡,山东,35.10,116.3167,36.70,0,2017/1/29 0:00:00
54918,曲阜,山东,35.60,116.9667,62.30,0,2017/1/29 0:00:00
54919,邹城,山东,35.3833,116.9833,88.70,0,2017/1/29 0:00:00
54920,泗水,山东,35.65,117.2833,110.40,0,2017/1/29 0:00:00
54921,嘉祥,山东,35.4167,116.3333,38.10,0,2017/1/29 0:00:00
54922,新泰,山东,35.8833,117.7833,224,0,2017/1/29 0:00:00
54923,蒙阴,山东,35.7167,117.9333,202.20,0,2017/1/29 0:00:00
54925,平邑,山东,35.5167,117.6333,167.20,0,2017/1/29 0:00:00
54927,滕州,山东,35.10,117.20,74.90,0,2017/1/29 0:00:00
54929,费县,山东,35.2667,117.9667,121.20,0,2017/1/29 0:00:00
54932,沂水,山东,35.7667,118.65,186.70,0,2017/1/29 0:00:00
54935,沂南,山东,35.5333,118.4333,119.40,0,2017/1/29 0:00:00
54936,莒县,山东,35.5667,118.8333,107.40,0,2017/1/29 0:00:00
54938,临沂,山东,35.05,118.40,65.20,0,2017/1/29 0:00:00
54939,莒南,山东,35.1667,118.8167,113.80,0,2017/1/29 0:00:00
54940,五莲,山东,35.75,119.20,148.20,0,2017/1/29 0:00:00
54943,胶南,山东,35.8833,120,10.40,0,2017/1/29 0:00:00
54945,日照,山东,35.4333,119.5333,36.90,0,2017/1/29 0:00:00
55228,狮泉河,西藏,32.50,80.0833,4278.60,5.10,2017/1/29 0:00:00
55248,改则,西藏,32.15,84.4167,4414.90,6.50,2017/1/29 0:00:00
55279,班戈,西藏,31.3833,90.0167,4700,7.70,2017/1/29 0:00:00
55294,安多,西藏,32.35,91.10,4800,6.50,2017/1/29 0:00:00
55299,那曲,西藏,31.4833,92.0667,4507,5.40,2017/1/29 0:00:00
55437,普兰,西藏,30.2833,81.25,3900,7.80,2017/1/29 0:00:00
55472,申扎,西藏,30.95,88.6333,4672,8.80,2017/1/29 0:00:00
55493,当雄,西藏,30.4833,91.10,4200,8.30,2017/1/29 0:00:00
55569,拉孜,西藏,29.0833,87.60,4000,8.90,2017/1/29 0:00:00
55572,南木林,西藏,29.6833,89.10,4000,5.90,2017/1/29 0:00:00
55578,日喀则,西藏,29.25,88.8833,3836,8.60,2017/1/29 0:00:00
55585,尼木,西藏,29.4333,90.1667,3809.40,8.50,2017/1/29 0:00:00
55589,贡嘎,西藏,29.30,90.9833,3555.30,9.10,2017/1/29 0:00:00
55591,拉萨,西藏,29.6667,91.1333,3648.90,9.10,2017/1/29 0:00:00
55593,墨竹工卡,西藏,29.85,91.7333,3804,9.30,2017/1/29 0:00:00
55597,琼结,西藏,29.0333,91.6833,3740,8.90,2017/1/29 0:00:00
55598,泽当,西藏,29.2667,91.7667,3560,8.90,2017/1/29 0:00:00
55655,聂拉木,西藏,28.1833,85.9667,3810,7.80,2017/1/29 0:00:00
55664,定日,西藏,28.6333,87.0833,4300,10.10,2017/1/29 0:00:00
55680,江孜,西藏,28.9167,89.60,4040,9.40,2017/1/29 0:00:00
55681,浪卡子,西藏,28.9667,90.40,4431.70,9.60,2017/1/29 0:00:00
55690,错那,西藏,27.9833,91.95,4280.30,9.80,2017/1/29 0:00:00
55696,隆子,西藏,28.4167,92.4667,3860,8.40,2017/1/29 0:00:00
55773,帕里,西藏,27.7333,89.0833,4300,10,2017/1/29 0:00:00
56004,沱沱河,青海,34.2167,92.4333,4533.10,7.30,2017/1/29 0:00:00
56016,治多,青海,33.85,95.6167,4179.10,0,2017/1/29 0:00:00
56018,杂多,青海,32.8833,95.2833,4066.40,5.90,2017/1/29 0:00:00
56021,曲麻莱,青海,34.1167,95.80,4175,0,2017/1/29 0:00:00
56029,玉树,青海,33,96.9667,3716.90,7.20,2017/1/29 0:00:00
